title,authors,date_publish,maintext,url,newspaper
Brauer zittern wegen Verordnung: CSU will unsere Bierflaschen vor EU-Plan retten!,['Sebastian geisler'],2023-06-01 07:04:12,"Angst vor Mega-Bierflaschen-Vernichtung in Deutschland!
Bis zu vier Milliarden Bierflaschen könnten laut Brauerbund durch neue EU-Regeln für Pfandsysteme und Verpackung gefährdet sein! Sie müssten dem Verband zufolge vernichtet werden, wenn das Vorhaben umgesetzt wird.
Jetzt gibt es Widerstand aus der Politik. Die CSU will notfalls rigoros eingreifen, schmiedet bereits einen Plan, um unsere Bierflaschen zu retten! Der Vorstoß: Das Thema muss in den Bundestag!
► Generalsekretär Martin Huber (45) zu BILD : „Die Mehrwegpläne der EU sind praxisfern und untauglich! Deutschland hat ein bewährtes und funktionierendes Mehrwegsystem. Aufgrund bürokratischer Vorgaben Milliarden Bierflaschen und Bierkästen zu vernichten, ist eine umweltpolitische Farce. Die EU muss diese Pläne stoppen!“
► Sebastian Brehm (51), Vorsitzender der CSU-Mittelstandsunion , will den Bier-Wahnsinn ins Parlament bringen. Er zu BILD: „Die Brauer haben unsere volle Unterstützung. Wenn die Ampel den EU-Irrsinn nicht stoppt, werden wir das in den Bundestag bringen!“
Brehm weiter: „Brüssel droht unsere regionale Bierkultur zu zerschlagen.“ Vor allem kleine Brauereien ächzten jetzt schon „unter hohen Lasten“.
► Auch Unions-Fraktionsvize Ulrich Lange (53, CSU) will sich dem Pakt anschließen. Er zu BILD: „Die Pläne der EU schlagen dem Bierfass den Boden aus! Sehenden Auges neue Vorgaben für Pfandflaschen und ihre Verpackungen zu machen, die Deutschland trotz seines guten und bewährten Systems nicht erfüllen kann, ist total absurd.“
Hohlmeier: „Kleinbrauereien-Vernichtungsprogramm“
Monika Hohlmeier (60, Geschäftsführerin CDU/CSU-Gruppe im EU-Parlament) warnt in BILD: „Das ist ein Kleinbrauereien-Vernichtungsprogramm und würde in meiner Heimat Oberfranken zu einem schweren wirtschaftlichen und kulturellen Schaden führen.“
Ihr Fazit: „Gut gemeint ist nicht gut gemacht! Wenn zum Beispiel kleine Keller- und Gasthofbrauereien jetzt anfangen müssen, ihre Flaschen, Kästen und Kennzeichnungen völlig zu ändern, ist das für viele das Aus!“
Ihre Abgeordneten-Kollegin Angelika Niebler (60, CSU) kämpft im EU-Parlament gegen die drohende Flaschenvernichtung und für die bewährten deutschen Pfandsysteme, hat bereits Anträge eingebracht. Diese werden jetzt beraten, könnten die EU-Pläne im Sinne der deutschen Brauer verändern.
Niebler zu BILD: „Wir haben beantragt, dass unsere bestehenden Mehrwegsysteme von der Neuregelung ausgenommen werden!“ Auch die strengen Vorgaben für die Bierkästen sollen auf CSU-Antrag fallen.
Hintergrund: Der Entwurf der EU-Kommission sieht vor, dass Transportverpackungen nur noch 40 Prozent größer sein dürfen als das Produkt. Herkömmliche Bierkästen müssten daher geschreddert werden, warnen die Brauer.
Auch aus der CDU gibt es Widerstand. Wolfgang Steiger (58), Generalsekretär des Wirtschaftsrats der CDU, zu BILD: „Kleinteilige Regelungen aus Brüssel, die vieles gut meinen, aber wenig besser machen, braucht es hier gewiss nicht.“
Bundesverbraucherschutzministerium schaltet sich ein
Sogar das Bundesumwelt- und Verbraucherschutzministerium unter Steffi Lemke (55, Grüne) ist alarmiert, will sich in Brüssel für unsere Bierflaschen einsetzen!
Eine Ministeriumssprecherin spricht von „ambitionierten Vorschlägen“ der EU-Bürokraten, teilte BILD mit: „Die Bundesregierung setzt sich bei den derzeitigen Verhandlungen des Verordnungsvorschlages auf europäischer Ebene aktiv dafür ein, dass existierende, vorbildliche Mehrwegsysteme wie die in Deutschland in der Verordnung berücksichtigt werden.“ Entwarnend heißt es: „Die Europäische Kommission hat betont, dass sie nicht beabsichtigt, etablierte Mehrwegsysteme zu gefährden.“
Dirk Reinsberg (52), Geschäftsführender Vorstand Bundesverband des Deutschen Getränkefachgroßhandels, reicht diese Absichtsbekundung nicht aus. Er ist wegen Artikel 10 und 11 des Entwurfs der Kommission in größter Sorge! Darin steht, dass eine neuartige Mehrweg-Kennzeichnung „dauerhaft auf der Verpackung angebracht, aufgedruckt oder eingraviert“ werden müsse. Reinsberg entsetzt zu BILD: „Diese Anforderung erfüllen die heute mit Leim angebrachten Etiketten nicht!“",https://www.bild.de/politik/inland/politik-inland/brauer-zittern-wegen-verordnung-csu-will-unsere-bierflaschen-vor-eu-plan-retten-84121372.bild.html,bild.de
Erfurt: So kämpft die Stadt gegen Hundehaufen,['BILD'],2023-06-01 07:02:32,"Erfurt – Einmal nicht hingeschaut, ein falscher Schritt – igitt! Hundehaufen pflastern Gehwege und Wiesen - auch in Erfurt. Jetzt sagt die Thüringer Landeshauptstadt den ekligen Haufen den Kampf an.
Unter dem Motto „Slalom beim Spaziergang ist doch Kacke!“ sollen Herrchen oder Frauchen dazu bewegt werden, die Hinterlassenschaften ihrer Tiere ordnungsgemäß zu entsorgen. Die SWE Stadtwirtschaft GmbH und die Stadtverwaltung Erfurt starteten eine entsprechende Sauberkeitskampagne in den Grünanlagen.
Es werden Postkarten und kostenlos Tüten für Hundekot verteilt. Ab dem 6. Juni sollen Motive auf 140 Litfaßsäulen zu sehen sein. Es werden zudem laut Mitteilung je zwei Gassitütenspender an Hundewiesen im Nord- und Südpark aufgestellt. In Erfurt leben den Angaben nach mehr als 11 200 Hunde, die pro Tag fast 3,4 Tonnen Hundekot produzieren.
„Wir wollen mit der Kampagne die Hundebesitzer zur Eigenverantwortung aufrufen, ihre Gassitüten in den Mülleimern zu entsorgen“, erklärte der Beigeordnete für Sicherheit, Umwelt und Sport, Andreas Horn.
„Oft liegen die Tüten im Umfeld eines Mülleimers“ - oder sie baumelten an Bäumen oder Zäunen. Bürgerinnen und Bürger hätten die Verwaltung auf das Thema aufmerksam gemacht, das nehme man ernst.",https://www.bild.de/regional/thueringen/thueringen-aktuell/erfurt-so-kaempft-die-stadt-gegen-hundehaufen-84138708.bild.html,bild.de
A115 in Berlin: 18-Jähriger rast mit 280 km/h über Autobahn,['Maren Wittge'],2023-06-01 06:56:53,"Berlin – Mit einem 625 PS starken BMW M8 Coupé ist ein Fahranfänger (18) in der Nacht zu Mittwoch auf der A115 an der Polizei vorbeigerast!
Gegen Mitternacht überholte der Teenager mit seinem dunkelgrünen Coupé (ab 180 500 Euro) auf dem linken Fahrstreifen der A115 in Richtung des Berliner Ortsteil Zehlendorf die Zivilbeamten. Dann drückte er auf das Gaspedal und raste davon – der Wagen beschleunigt von 0 auf 100 km/h in 3,2 Sekunden.
Die Beamten nahmen die Verfolgung auf und dokumentierten mit dem Videomessgerät eine Spitzengeschwindigkeit von über 280 km/h bei erlaubten 100 km/h! Der BMW M8 hätte auch NOCH schneller fahren können: Diese Fahrzeugtypen schaffen mehr als 300 km/h.
Hinter dem Abzweig Hüttenweg musste der Teenager die Geschwindigkeit seines Wagens verkehrsbedingt drosseln. Dadurch gelang es den Polizisten, den M 8 zu überholen und ihn an der Anschlussstelle Spanische Allee von der Autobahn zu lotsen.",https://www.bild.de/regional/berlin/berlin-aktuell/a115-in-berlin-18-jaehriger-rast-mit-280-km-h-ueber-autobahn-84130402.bild.html,bild.de
Danni Büchner: Tochter Joelina Karabas auf Männer-Suche beim Promi-Tinder Raya,['Aresou Leisdorff'],2023-06-01 06:49:07,"Sie will nicht mehr als Single durchs Leben gehen – das tut sie nämlich schon ihr Leben lang! Joelina Karabas (23), Tochter von Danni Büchner (45), hatte noch nie einen Freund.
Damit die Liebe endlich kommt, hat sich Joelina auf der Promi-Dating-App Raya angemeldet! Raya ist quasi das „Tinder der Stars“.
Lesen Sie mit BILDplus, warum sich Joelina für das Flirten mit der Promi-App entschieden hat, mit wem sie schon geschrieben hat, auf welche Männer sie keine Lust hat und wann sie Mama Danni von einem Mann in ihrem Leben erzählen würde.",https://www.bild.de/bild-plus/unterhaltung/leute/leute/danni-buechner-tochter-joelina-karabas-auf-maenner-suche-beim-promi-tinder-raya-84132648.bild.html,bild.de
Sportwetten: French Open - Wett-Profi verrät seine Tennis-Tipps,['Dennis Schlüter'],2023-06-01 06:46:29,"Die nächsten Wett-Tipps zu den French Open!
Tennis-Insider und Sportwetten-Profi Dirk Raczkowski (35) von „sports betting no. 7“ gab schon im vergangenen Jahr bei BILD erfolgreich seine Empfehlungen zu den Grand-Slam-Turnieren.
Hier verrät er seine drei heißesten Quoten für den heutigen Donnerstag. Nur mit BILDplus!",https://www.bild.de/bild-plus/sport/mehr-sport/tennis/sportwetten-french-open-wett-profi-verraet-seine-tennis-tipps-84138614.bild.html,bild.de
Lauterbach im BILD-Interview: Wie viele Kliniken müssen schließen?,['Peter Tiede und Hans-Jörg Vehlewald'],2023-06-01 06:44:23,"Es ist DAS gesundheitspolitische Thema des Jahres: die Krankenhaus-Reform von Gesundheitsminister Karl Lauterbach (60, SPD). BILD traf ihn zum großen Interview.
BILD: Herr Lauterbach, Deutschland hat 1719 Kliniken. Sie wollen fast 700 davon auf das Level „1i“ herunterstufen – ohne Notaufnahme, nachts nur mit Rufbereitschaft. Wie viele der Voll-Kliniken werden nach Ihrer Krankenhausreform noch richtige Krankenhäuser sein?
Prof. Karl Lauterbach: „Das hängt davon ab, wie wir die Krankenhausreform ausgestalten und wie die Landesregierungen dann damit umgehen. Ich gehe davon aus, dass viele kleine Kliniken durch die Reform gerettet werden. Auf jeden Fall stimmt die von der BILD verbreitete Nachricht nicht, wonach in einigen Bundesländern bis zur Hälfte der Kliniken ‚wegsollen‘. Wir wollen die Kliniken erhalten, die notwendig sind.“
Selbst FDP-Gesundheitsexperte Ullmann, ein Freund der Reform, sagt über die „Level 1i“-Häuser: „Das wären dann keine Kliniken mehr, wie wir sie heute kennen.“ Der Verbands-Chef der Privatkliniken sagt, ihre Dementis seien „falsch und irreführend: Das ist dann kein Krankenhaus mehr.“ Sind die alle zu blöd, um Ihre Reform zu verstehen?
Lauterbach: „Einige private Klinikträger sind gegen die Reform, weil wir das Geschäftsmodell der Kliniken angreifen, mit überflüssigen Eingriffen Gewinne zu machen, oder Eingriffe durchzuführen, die eigentlich in größeren Kliniken gemacht werden müssten. Deshalb arbeiten sie mit Falschmeldungen, der Bürger soll verunsichert werden und die Nachricht bekommen, die Reform von Lauterbach zerstöre die Klinik vor Ort. Das Gegenteil ist der Fall.“
Aber was sind das denn für Kliniken, die nicht einmal mehr vom Rettungswagen angefahren werden dürfen und bei denen nachts kein Arzt vor Ort ist?
Lauterbach: „Das sind Kliniken, die den Armbruch richten können, aber nicht den akuten Herzinfarkt. Diese Unterscheidung ist auch im Interesse der Patientinnen und Patienten. Oder wollen Sie, wenn Sie einen Schlaganfall haben, in eine Klinik kommen, die nicht optimal dafür ausgerüstet ist? Wir brauchen eine vernünftige Aufgabenverteilung. Die Patienten sollen dort versorgt werden, wo das am besten und sinnvollsten ist. Und das sind bei schwierigen Eingriffen die Häuser, in denen sie eine höhere Überlebenschance haben.“
Was bedeutet Ihre Reform für größere Eingriffe – auch hier gibt es Kritik von Klinikseite?
Lauterbach: „Mit unserer Reform steigt bei Herzinfarkten die Wahrscheinlichkeit, eine interventionelle Kardiologie zu erreichen und zu überleben. Noch wichtiger: Bei Krebsbehandlungen wird die Überlebenswahrscheinlichkeit deutlich erhöht – die Krebsgesellschaft geht von 10 000 Krebstoten pro Jahr weniger aus, wenn die Behandlung nur noch in spezialisierten Kliniken durchgeführt wird. Wir haben da momentan zum Teil Ergebnisse, die international nicht gut vorzeigbar sind.“
Klingt, als würde in den kleinen Kliniken gepfuscht …
Lauterbach: „Das ist jetzt eine diffamierende Zuspitzung. Die Ärzte dort machen eine fantastische Arbeit, wenn es etwa um die Versorgung älterer Menschen geht, die ein kleineres medizinisches Problem haben – Schwächeanfälle, Knochenbrüche, Dehydrierung, Gallensteine. Die werden dort teilweise sogar besser gemacht.“
Aber?
Lauterbach: „In solche kleinen Kliniken gehen weder der Arzt noch seine Familie, wenn zum Beispiel eine große Krebs-OP ansteht. Sie suchen sich natürlich größere, spezialisierte Häuser. Aber: Ich will keine Zwei-Klassen-Medizin! Denn seien wir ehrlich: Viele der kleinen Kliniken überleben derzeit nur, weil sie diejenigen behandeln, die von den Qualitätsunterschieden nichts wissen.“
Die Dummen gehen also in die kleinen Kliniken, die Schlauen zum Spezialisten?
Lauterbach: „Ein Mensch ohne viel Information oder ohne Beziehungen muss nicht dumm sein. Das System ist dumm. Und die Unterscheidung ‚kleine Klinik – große Klinik‘ bringt uns auch nicht weiter. Fest steht: Wer sich auskennt, meidet schon heute bestimmte Kliniken, sucht und bekommt oft die gute Versorgung. Im Ergebnis der Reform müssen wir dahin kommen, dass die Eingriffe nur noch dort gemacht werden, wo sich die Ärzte auch selbst behandeln lassen würden. Es kann nicht sein, dass große Enddarm-Chirurgie an Kliniken gemacht wird, die das nicht können. Es kann nicht sein, dass Schlaganfälle in Häusern behandelt werden, die keine Stroke-Unit, also Schlaganfall-Abteilung, haben. Es kann nicht sein, dass wir simple Gallenstein-Operationen in teuren Uni-Kliniken machen. Es kann nicht sein, dass wir so viele Kliniken haben – aber am Ende zu wenig Pfleger für alle Häuser. Nichts davon ist richtig.“
Der Deutsche Städte- und Gemeindebund fordert: Die klassische Notfallversorgung muss wohnortnah für jeden Bürger gesichert bleiben. Können Sie das zusagen?
Lauterbach: „Ja. Wir haben nach unserer ersten Analyse des Ist-Zustands fast 600 Kliniken bundesweit auf Level 2 und darüber. Damit haben wir flächendeckend eine hohe Dichte für die Notfallversorgung. Das ist eine Klinik für 100 000 erwachsene Einwohner, das ist mehr als ausreichend.“
Die Kliniken machen pro Quartal neun Milliarden Euro Verlust, Banken haben Klinken als Risiko-Branche eingestuft, deutschlandweit sterben schon Kliniken …
Lauterbach: „Wir stehen tatsächlich am Beginn eines unkontrollierten Krankenhaus-Sterbens. Ohne die Reform würden wohl 25 Prozent der Krankenhäuser sterben. Das wollen wir verhindern und dafür sorgen, dass die notwendigen Kliniken überleben können – im Einzelfall auch mit einem abgespeckten, aber bedarfsgerechten Leistungsspektrum. Es macht keinen Sinn, immer mehr Geld in ein krankes System und in eine schlechte Struktur zu stecken.“
BILD: Was ist schlecht?
Lauterbach: „Wir haben die höchste Betten-Dichte pro Kopf und mit Österreich die höchsten Kosten für Krankenhäuser in der EU. 3,4 Prozent unserer Wirtschaftsleistung geben wir für ein System aus, das nicht funktioniert. Wir haben sehr hohe Kosten bei zum Teil schlechten oder mittelmäßigen Ergebnissen. Wir haben ja nicht einmal mehr genügend Personal, um die alte ineffiziente Struktur aufrechterhalten zu können. Wir brauchen Klasse statt Masse – und das bundesweit. Die Krankenhäuser müssen auch mehr ambulante Leistungen erbringen dürfen. Es wird viel zu viel stationär behandelt.“
Können Sie versprechen, dass sich die Klinikversorgung was Qualität und Erreichbarkeit angeht für keinen Bürger in Deutschland verschlechtern wird?",https://www.bild.de/politik/inland/politik/lauterbach-im-bild-interview-wie-viele-kliniken-muessen-schliessen-84133298.bild.html,bild.de
Kassel: Reichsbürger wohnt in „Tatort“-Villa,['Jonathan Anda und Karsten Socher (Fotos)'],2023-06-01 06:42:27,"Kassel (Hessen) – Entsteht hier der nächste Reichsbürger-Krimi?
2019 ermittelten in der Kasseler Villa am Brasselsberg die Frankfurter „Tatort“-Kommissare Margarita Broich (63) und Wolfram Koch (61) im Krimi „Das Monster von Kassel“. 9,28 Mio. Zuschauer sahen das Haus im Fernsehen.
Wer in diesen Tagen an der Villa vorbeigeht, sieht am Eingangstor der ehemaligen Fernseh-Kulisse zwei Schilder. Auf einem steht: „Betreten nur über Unterhändler oder diplomatische Beziehungen“. Das andere zeigt ein blaues Zeichen einer Gruppe, die sich „Indigenes Volk der Germaniten“ nennt.
Der Hintergrund: Villen-Inhaber Robert Tom C. (53) hat sich offenbar einer Reichsbürger -Untergruppe angeschlossen. „Wir haben uns gewundert, aber nichts dabei gedacht: Er war immer etwas eigenartig und seltsam, aber auch viel für sich“, berichten Nachbarn über den Familienvater. Der Ex-Fitness-Unternehmer soll bereits seit fünf Jahren das Haus besitzen – und sich während Corona radikalisiert haben.
Im Villenviertel am Rande eines malerischen Naturschutzgebietes fallen die Schilder auf: Die Nachbarschaft ist exklusiv, einige der edlen Einfamilienhäuser aus den 1950-er-Jahren sind vom Nachkriegs-Architekten Paul Bode gebaut, in den Einfahrten stehen Porsches.
„Seitdem diese Schilder hängen, sehen wir öfter außerstädtische Kennzeichen, die in der Einfahrt parken“, so eine Nachbarin. Robert Tom C., der sich öffentlich als „Missions-Chef“ der Gruppe bezeichnet und mit seinen kruden Rassen-Theorien in einschlägigen Foren und zwielichtigen Veranstaltungen Vorträge hält, soll dort regelmäßig Gleichgesinnte empfangen.
Entsteht hier eine neue Reichsbürger-Zentrale?
Fakt ist: Ähnlich wie Reichsbürger lehnt die vor 15 Jahren in Baden-Württemberg entstandene Gruppe die politische Grund- und Rechtsordnung der Bundesrepublik Deutschland ab. Stattdessen nehmen sie die Grenzen des Kaiserreichs und des Deutschen Reichs von 1937 als Grundlage ihres politischen Handels.
Der hessische Verfassungsschutz stuft sie noch nicht als rechtsextrem ein und schätzt die Anzahl der Mitglieder im Bundesland auf einen unteren zweistelligen Bereich. Doch die Germaniten bezeichnen sich laut Verfassungsschutz NRW als „Arische Partei.“",https://www.bild.de/regional/frankfurt/frankfurt-aktuell/kassel-reichsbuerger-wohnt-in-tatort-villa-84113740.bild.html,bild.de
„The Boogeyman“: Zwei Mädchen und ein Monster,['Oliver Kube'],2023-06-01 06:41:33,"Der Horror-Reißer basiert auf einer Kurzgeschichte von Bestsellerautor Stephen King (75, „Es“), nutzt aber nur Teile davon.
Story: Psychotherapeut Will (Chris Messina, 48) hat seine Frau verloren. Während er krampfhaft versucht, ins geregelte Leben zurückzufinden, lässt er seine Töchter (Vivien Lyra Blair, 10, Sophie Thatcher, 22) mit ihrer Trauer zu sehr allein. Als dann ein Patient in Wills Haus Selbstmord begeht, gerät die Familie endgültig aus den Fugen. Hat der Mann doch eine schreckliche Präsenz zu ihr gebracht …
Die erste Hälfte ist großartig, baut enorm geschickt eine immer schaurigere Atmosphäre auf. Diese geht im zweiten Teil leider flöten, wenn Regisseur Rob Savage (31, „Host“) auf platte Schockmomente und wirre Actioneinlagen setzt.
Fazit: Wäre das Finale so stark wie der Einstieg, hätten wir hier ein echtes Horror-Highlight. So enttäuscht das überzogen auf Action getrimmte Ende leider. Weniger wäre mehr gewesen.
(95 Min./FSK: ab 16 J.)
(Wertung: Smiley neutral)",https://www.bild.de/unterhaltung/kino/kino/the-boogeyman-zwei-maedchen-und-ein-monster-84129746.bild.html,bild.de
Millionen-Stadt geht das Wasser aus,[],2023-06-01 06:41:00,"Kurz vor der Katastrophe: Millionen-Stadt geht das Wasser aus
Mehr zum Video anzeigen
Dramatische Dürre-Bilder jetzt auch aus Südamerika. Rund um die Hauptstadt Uruguays wird das Wasser knapp. Die Trockenheit ist dramatisch, Trinkwasser-Reservoirs für die Metropole Montevideo fast ausgetrocknet.
Wir haben personalisierte Videos für dich!
Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir deine Zustimmung.",https://www.bild.de/video/clip/news-ausland/duerre-in-suedamerika-wird-das-wasser-knapp-84105714.bild.html,bild.de
„Spider-Man: Across the Spider-Verse“: Eine Spinne ist nicht genug!,['Christian Henning'],2023-06-01 06:40:48,"Das hat nicht mal „Black Panther“ geschafft! Der kunterbunte Trickfilm „Spider-Man: A New Universe“ holt den Oscar als bester Animationsfilm. Jetzt steht die Fortsetzung an, und die setzt unter anderem in der Filmlänge noch einen drauf.
Story: In seinem Universum ist nicht Peter Parker, sondern Miles Morales Spider-Man. Dabei lebt der 15-Jährige ein ähnliches Leben wie Parker – mit klitzekleinen Unterschieden. Als er von Spider-Woman aus einem anderen Universum besucht wird, muss er sich zwischen der Liebe seiner Eltern und der Rettung der Welt entscheiden.
Besonders Sony darf man zu ihrem Mut gratulieren.
Einem fast zweieinhalbstündigen Trickfilm, der eine gehörige Portion Vorwissen erfordert, grünes Licht zu geben, ist schon mit sehr viel Vertrauen verbunden. Die Filmemacher Chris Miller (47) und Phil Lord (47) haben seit ihren erfolgreichen „Lego“-Filmen offenbar freie Hand. Das zahlt sich auch bei „Spider-Man“ aus.
Auf Neueinsteiger im stetig wachsenden Marvel-Comic-Universum mag „ Across the Spider-Verse “ stellenweise verwirrend, laut, bunt und grell wirken. Die verschiedenen Einflüsse, Zeichentechniken und Animationen machen den Film selbst zu einem Kunstwerk, das man möglichst auf der großen Kinoleinwand gesehen haben sollte.
Fazit: Großartig, wie hier künstlerischer Anspruch auf Action, Spaß und gute Laune trifft, ohne eine Seite zu bevorzugen. Sicher einer der schrägsten Trickfilme des Jahres – und einer der besten.",https://www.bild.de/unterhaltung/kino/kino/spider-man-across-the-spider-verse-eine-spinne-ist-nicht-genug-84129078.bild.html,bild.de
„Pearl“: Schuld vom Lande,['Christian Henning'],2023-06-01 06:40:08,"Ein Mädchen aus einem dünn besiedelten Landstrich der USA vertreibt sich die Langeweile mit Mord und Totschlag.
Story: Pearl ( Mia Goth , 29) wächst in den 1940ern bei ihren deutschen Einwanderereltern auf. Der Vater apathisch, die Mutter verbittert und herrschsüchtig. Pearl träumt von der großen Showbühne – und beginnt, erste Tiere zu töten. Eine Psychopathin mit Kulleraugen ist geboren.
Wie wurde aus der schönen Pornodarstellerin in „X“ eine brutale Serienmörderin? Diese Frage stellten sich auch Regisseur Ti West (42) und Hauptdarstellerin Mia Goth. Gemeinsam entwickelten sie die Figur und schließlich diesen schaurig schönen, im besten Sinne altmodischen Horrorfilm .
Fazit: Langsam, aber sicher verfällt Pearl dem Wahnsinn und niemand hätte diese Rolle besser spielen können als Mia Goth. Ein Muss für „X“-Fans.",https://www.bild.de/unterhaltung/kino/kino/pearl-schuld-vom-lande-84129570.bild.html,bild.de
Kommentar: Zu früh für Entwarnung!,['Sebastian Geisler'],2023-06-01 06:38:37,"Endlich gute Nachrichten für uns Verbraucher nach Monaten, in denen die Preise nur eine Richtung kannten: nach oben!
Der Teuer-Schock verliert an Fahrt. Einige Preise am Supermarkt-Regal sinken sogar schon, die Energiekosten gehen runter. Geht es so weiter, bringt der Sommer uns die langersehnte Verschnaufpause an der Ausgaben-Front.
Doch für Entwarnungen ist es zu früh. Die Inflation bleibt viel zu hoch, es wird in vielen Bereichen weiter teurer – nur weniger schnell.
Heißt: Unsere Politiker dürfen sich jetzt nicht zurücklehnen. Mit Blick auf den Herbst heißt das zum Beispiel: weiter kräftig Gas einspeichern.
Die kränkelnde Wirtschaft nicht mit immer neuen Regulierungen gängeln.
Und an eines sollte die Ampel-Regierung gar nicht erst zu denken wagen: All die „Entlastungspakete“ (Energiegeld, Tank-Rabatt) aus der Krisen-Zeit sich jetzt mit saftigen Steuererhöhungen zurückzuholen.",https://www.bild.de/politik/kolumnen/kolumne/kommentar-zu-frueh-fuer-entwarnung-84136830.bild.html,bild.de
Post von Wagner: Betrifft: Weltnichtrauchertag,['Franz Josef Wagner'],2023-06-01 06:37:55,"Leider rauche ich und huste. Ich bin einer der letzten Idioten, die noch rauchen.
Früher war ich cool, heute bin ich ein Außenseiter. Man sagt, dass das Rauchen gegen die Einsamkeit hilft. Im Chinesischen gibt es den Begriff der „Lippeneinsamkeit“.
Warum rauche ich? Ich rauche, weil ich mit 18 ein Mann wurde. Führerschein und Rauchen gehörte zusammen.
Rauchen war Freiheit, Romantik. Ich saß mit 18 in meinem VW mit meiner Freundin und rauchte. Alle Stars rauchten: Humphrey Bogart, Marlon Brando. Und ich rauchte mit.
Alle Dichter rauchten: Joseph Roth, Heine, Thomas Mann. Alle Staatsmänner rauchten: Churchill, Helmut Schmidt.
Ich weiß, dass meine Zigaretten scheiße sind – aber sie sind auch wunderbar. Wie schön ist es, wenn ihr Rauch in den Himmel geht und mit dem Rauch all meine Gedanken.
Ich huste jetzt, ich höre auf zu schreiben. Ich muss aufhören zu rauchen.
Herzlichst,",https://www.bild.de/politik/kolumnen/franz-josef-wagner/post-von-wagner-betrifft-weltnichtrauchertag-84137394.bild.html,bild.de
Caro Daur und Frédéric Arnault: Wen der Milliardärssohn wirklich liebt!,['Tanja May'],2023-06-01 06:37:13,"Diese Liebe ist nicht von DAUR. Denn: Sie existiert gar nicht ...
Die Gerüchteküche kochte vor einigen Wochen auf höchster Stufe, als es hieß, dass sich eine der bekanntesten Social-Media-Stars Deutschlands in einen der vermeintlich begehrtesten Junggesellen der Modewelt verguckt hätte.
Caro Daur (28) habe sich Milliardärs-Erben Frédéric Arnault (28) geangelt – oder andersherum. Für Caro wäre es die erste bekannt gewordene Beziehung nach ihrer Trennung von Podcaster Tommi Schmitt (34) Ende 2022.
Laut „Bunte“ seien sich die beiden bei einem „Tiffany‘“-Event in New York im April nähergekommen. Arnaults Brüder zählen bereits zu Caros engem Kreis.
Das perfekte Liebesrezept? Nicht wirklich. Denn Frédéric Arnault ist gar kein Junggeselle, hat laut BILD-Informationen eine Freundin!
Der Sohn des Luxusgüter-Patriarchen Bernard Arnault (74, über 75 Marken, u. a. „Louis Vuitton“, „Dom Perignon“, „Fendi“) ist verliebt in die thailändische Sängerin Lisa Manobal (26) von der südkoreanischen Girlgroup Blackpink. Mit 94 Millionen Followern und einer großen Fangemeinde ist sie ein K-Pop-Superstar.
Lalisa teilt regelmäßig Fotos von sich und Frédéric Arnault auf Veranstaltungen. In ihrer Welt dreht sich alles um Musik, Mode – und ihren Milliardärs-Erben.
Caro Daur wiederum ist laut BILD-Infos gut befreundet mit Géraldine Guyot (30), Unternehmerin und Jugendliebe von Arnaults Bruder Alexandre (31). Deswegen war sie auch vor zwei Jahren zur Mega-Hochzeit der Arnaults in Venedig eingeladen.",https://www.bild.de/unterhaltung/leute/leute/caro-daur-und-frdric-arnault-wen-der-milliardaerssohn-wirklich-liebt-84127562.bild.html,bild.de
