title,authors,date_publish,maintext,url,newspaper
Tarifstreit bei der Bahn: 12 Prozent mehr Geld abgelehnt - ist das gierig oder gerecht?,['josef forster'],2023-06-01 09:32:36,"Der Tarifkampf bei der Bahn nimmt einfach kein Ende!
Seit Monaten streiten der Staatskonzern und die Gewerkschaft EVG über höhere Löhne für die 180 000 Beschäftigten. Immer wieder gibt es Streiks, Zugausfälle.
Auch das jüngste Tarifangebot der Bahn hat die EVG abgelehnt. Begründung: „unzureichend“!
Dabei hatte die Bahn spürbar nachgebessert. Konkret sieht das Angebot u.a. vor:
► Plus zwölf Prozent mehr Lohn für untere Lohngruppen, z.B. Schaffner.
► Plus zehn Prozent mehr Lohn für mittlere Lohngruppen, z.B. Lokführer.
► Plus acht Prozent mehr Lohn für obere Lohngruppen.
► Dazu 2850 Euro Inflationsprämie (stufenweise Auszahlung ab Juli).
► Zwei Jahre Laufzeit
Zu wenig für die Gewerkschaft. Sie will mindestens 650 Euro im Monat mehr oder zwölf Prozent bei den oberen Lohngruppen.
Und: Die Erhöhung soll nur für ein Jahr gelten, nicht für die Dauer von zwei Jahren. Die Gewerkschaft erwarte nun ein Angebot „auf Grundlage unserer Forderungen“.
Bis zu 12 Prozent mehr für Bahn-Mitarbeiter – reicht das? App-Nutzer stimmen hier ab
Zum Vergleich: Laut dem Job-Portal Stepstone verdient ein Zugbegleiter im Mittel 2875 Euro, ein Lokführer 3425 Euro brutto im Monat. Laut Bahn können es sogar bis zu 4450 Euro/Monat sein.
Haben Sie Verständnis für einen neuen Bahn-Streik? App-Nutzer stimmen hier ab
Eine Einigung ist jetzt in weite Ferne gerückt. DB-Personalvorstand Martin Seiler sieht seinen Spielraum ausgeschöpft: „Es macht keinen Sinn, ein weiteres Angebot rauszulegen“. Die EVG setzt nun auf weitere Warnstreiks. „Kurzfristig wird es mit Sicherheit noch einmal einen Warnstreik geben“, sagte die EVG-Co-Verhandlungsführerin Cosima Ingenschay am Mittwoch.
Haben Sie Angst vor Bahn-Chaos in den Ferien? App-Nutzer stimmen hier ab
Ab Montag könnte wieder gestreikt werden
Wann kommt der nächste Warnstreik? Bis einschließlich kommendes Wochenende müssen sich Fahrgäste zunächst keine Gedanken machen. Warnstreiks sind bis dahin nahezu ausgeschlossen. Die EVG will sich erst in ihren Gremien, etwa der Tarifkommission oder dem Parteivorstand abstimmen. Ab Montag sind Warnstreiks allerdings denkbar.",https://www.bild.de/politik/inland/politik-inland/tarifstreit-bei-der-bahn-12-prozent-mehr-geld-abgelehnt-ist-das-gierig-oder-gere-84139810.bild.html,bild.de
Tatort Spielplatz: So viele Straftaten gab es dort seit 2018 in NRW,['PETER POENSGEN'],2023-06-01 09:30:52,"Düsseldorf – Es sollten eigentlich Schutzräume für Kinder sein, in denen sie einfach nur spielen, schaukeln oder im Sandkasten buddeln können. Doch oft sieht die Wirklichkeit anders aus, kommt es auch auf Spielplätzen zu einer erschreckenden Häufung von Gewalt.
NRW-Justizminister Benjamin Limbach (53, Grüne) schreibt in seiner Antwort auf eine Kleine Anfrage der AfD-Fraktion, dass im Zeitraum vom 1. Januar 2018 bis 31. Dezember 2022 auf NRW-Spielplätzen 13 494 Straftaten registriert und in der Polizeilichen Kriminalstatistik vermerkt wurden.
Allein im Jahr 2022 wurden zwischen Klettergerüsten und Schaukeln 3437 Straftaten begangen. Das Ministerium stellt klar, dass Zahlen zur „Tatörtlichkeit Spielplatz“ überhaupt erst seit 2018 erfasst werden.
Die Zahl der Opfer auf Spielplätzen in NRW beträgt demnach 6295. Davon waren 61 Prozent männlich, 39 Prozent weiblich. Der Anteil nicht-deutscher Opfer wird in der Statistik mit 21 Prozent angegeben. Erschreckend: Kinder machen mit 46 Prozent fast die Hälfte der Opferzahl aus, Jugendliche kommen auf 19, Heranwachsende auf sechs und Erwachsene auf 29 Prozent.
Hinter jedem dieser Fälle steht eine ernst zu nehmende Straftat. Denn die Infos zu Opfern von Gewalt auf Spielplätzen werden in der Polizeilichen Kriminalstatistik nur zu Taten gegen das Leben, die sexuelle Selbstbestimmung, körperliche Unversehrtheit, Freiheit oder Ehre erfasst.",https://www.bild.de/regional/duesseldorf/duesseldorf-aktuell/tatort-spielplatz-so-viele-straftaten-gab-es-dort-seit-2018-in-nrw-84140372.bild.html,bild.de
"Lina E. Urteil: Die Studentin, die zur Linksextremistin wurde",['BILD'],2023-06-01 09:26:07,"Das Urteil gegen Linksextremistin Lina E. sorgte gestern für Buhrufe ihrer Anhänger im Gerichtssaal. Doch wie wurde aus der 1995 in Hessen geborenen Studenten die mittlerweile deutschlandweit bekannte Linksextremistin?
Lesen Sie in BILDplus, wie sie aufwuchs, was ihr eigentlicher Berufswunsch war und worum es in ihrer Bachelorarbeit ging.",https://www.bild.de/bild-plus/regional/leipzig/leipzig-leute/linksextreme-lina-e-28-die-studentin-die-zur-linksextremistin-wurde-84080768.bild.html,bild.de
Stürmer verlässt Saarbrücken: Fix! Grimaldi wechselt nach Paderborn,['INGRID GEUCKLER-PALMERT'],2023-06-01 09:22:11,"Jetzt ist es amtlich!
Zweitligist SC Paderborn hat Saarbrückens Adriano Grimaldi (32) ablösefrei verpflichtet.
BILD berichtete, dass der Stürmer den FCS verlassen wird und in die 2. Liga wechselt. Donnerstag früh gab der Klub von Ex-FCS-Trainer Lukas Kwasniok den Wechsel bekannt.
Paderborns Geschäftsführer Sport Benjamin Weber: „Adriano hat seinen sportlichen Wert in den höchsten deutschen Ligen bereits vielfach unter Beweis gestellt. Mit ihm gewinnen wir einen wuchtigen und torgefährlichen Angreifer hinzu, der unsere Möglichkeiten im Kader weiter optimiert.""
Grimaldi wollte näher an seiner Familie sein, die in Göttingen wohnt. An Angeboten mangelte es dem Tor-Fürsten ohnehin nicht, denn er hat sich nach Verletzungen zurückgekämpft und war in der 3. Liga ein Unterschiedsspieler.
Zweitligist Paderborn ist 139 Kilometer weg. Von Saarbrücken nach Hause waren es weite 400 Kilometer. Jetzt kann auch die Familie (drei kleine Kinder) zum Zugucken kommen. Das spornt den Mittelstürmer besonders an.",https://www.bild.de/sport/fussball/fussball/stuermer-verlaesst-saarbruecken-fix-grimaldi-wechselt-nach-paderborn-84140526.bild.html,bild.de
Und Tuchel kennt ihn bereits!: DIESEN Verteidiger sollten sich die Bayern angucken,[],2023-06-01 09:21:42,"Mehr zum Video anzeigen
Es läuft die fünfte Spielminute im LaLiga-Spiel Atletico Madrid gegen Real Sociedad. Mario Hermoso kommt an den Ball und pflichtbewusst sowie kampfbereit eilt Mikel Merino heran. Doch Hermoso löst die Situation erst mit einem Tunnler, dann mit einem Ankle-Breaker - um dann zurück zu spielen. Dreifach-Demütigung. Ganz viel Zauber und Feingefühl, einfach nur, um das Opfer zu quälen. BILD sagt, Bayern: das ist euer Ersatzmann für Pavard! Tuchel kennt ihn sogar noch aus der Champions League. Sie waren Gegner im Achtelfinale.
Wir haben personalisierte Videos für dich!
Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir deine Zustimmung.",https://www.bild.de/video/clip/sport-videos/und-tuchel-kennt-ihn-bereits-irre-szene-diesen-verteidiger-sollten-sich-die-baye-84119266.bild.html,bild.de
FC Bayern: Harry Kane - Entscheidung des Tottenham-Stürmers über Transfer gefallen!,['Tobias Altschäffl und Florian Grove'],2023-06-01 09:20:34,"Er war bei Bayern lange der Wunschstürmer Nummer 1. Jetzt scheint sich England-Mittelstürmer Harry Kane (29) entschieden zu haben.
Wie die englische Zeitung The Sun berichtet, hat der Tottenham-Superstar dem FC Bayern abgesagt, wechselt NICHT nach München.
Das deckt sich mit BILD-Informationen aus dem Umfeld von Tottenham.
Harry Kane: Entscheidung gegen Bayern gefallen
Für die Bayern ist Kanes Entschluss eine ganz bittere Pille.
Noch im Frühjahr hatten BILD und SPORT BILD von einer internen Analyse des Rekordmeisters berichtet. Ergebnis: Kein anderer internationaler Stürmer würde so gut zum FC Bayern passen wie der England-Kapitän.
An einem Wettbieten um den Superstar (Vertrag in Tottenham bis 2024) wollten sich die Münchner nach den hohen Transfer-Ausgaben in dieser Saison (145 Mio.) aber von Beginn an NICHT beteiligen.
Eine Hoffnung war die, dass Kane seinen Vertrag womöglich auslaufen lassen würde – und dann 2024 ablösefrei zu haben sei.
Das könnte nun tatsächlich passieren, erhöht aber nach Angaben der Sun Bayerns Chancen nicht. Im Gegenteil!
Denn: Nach dem Bericht der Zeitung hat sich Kane entschieden, nur zu ManUnited wechseln zu wollen. Spätestens im Sommer 2024, wenn ihn Tottenham diesen Sommer nicht gehen lässt.
Dann würden den Spurs allerdings um die 100 Mio Euro Transfererlöse entgehen. Kaum vorstellbar daher, dass Tottenham ihm viele Steine in den Weg legt.
Interessant: Eigentlich wollte Tottenham Kane nur ins Ausland verkaufen, um nicht einen Premier-League -Konkurrenten mit den Diensten des Top-Knipsers (bereits 212 Premier-League-Treffer) zu stärken. Das soll Kane laut The Sun aber egal sein. Er will nur zu ManUnited.
Interessant: Für Kane soll der Torrekord der Premier League in seinen Überlegungen tatsächlich eine große Rolle spielen. Aktuell steht er 48 Treffer hinter England-Legende Alan Shearer. „Jetzt, wo ich so nah dran bin, ist es etwas, das ich gerne erreichen würde“, so Kane Anfang Mai.
Bei Tottenham ist Eigengewächs Kane, seit er 11 Jahre alt ist. Nun könnte es schon bald zum großen Abschied kommen.
Den Traum, den England-Superstar bald im Bayern-Trikot spielen zu sehen, müssen die Fans der Münchner wohl abschreiben ...",https://www.bild.de/sport/fussball/bayern-muenchen/fc-bayern-harry-kane-entscheidung-des-superstar-stuermers-ueber-wechsel-gefallen-84141080.bild.html,bild.de
Saarbrücken: Zwei Täter auf der Flucht: Pistolen-Männer rauben Taxifahrer aus,['Thomas Müller'],2023-06-01 09:14:58,"Saarbrücken – Es ist der Albtraum für jeden Taxi-Fahrer: ein bewaffneter Raubüberfall!
In der Nacht zum Donnerstag er für einen 58-Jährigen grausame Realität. Um 0.26 Uhr war der Fahrer in die Stromstraße nach Burbach bestellt worden. Dort stieg Täter Nummer eins – bekleidet mit Kapuzenpulli und medizinischer Maske – in den Wagen, zückt eine Schusswaffe und fordert Bargeld!
Dem Taxi-Fahrer gelang es die Waffe zu ergreifen und wegzudrücken, allerdings stand schon ein zweiter Täter mit Waffe an der Beifahrertür bereit. Dem Fahrer blieb nichts anderes übrig , als den Räubern seine Brieftasche auszuhändigen. Wie hoch die Beute war, konnte die Polizei auf BILD-Nachfrage nicht sagen.
Die beiden Täter flohen nach der Tat zu Fuß in Richtung Saarleinpfad, von ihnen fehlt jede Spur.",https://www.bild.de/regional/saarland/saarland-news/saarbruecken-zwei-taeter-auf-der-flucht-pistolen-maenner-rauben-taxifahrer-aus-84140760.bild.html,bild.de
1. Juni: Corona-Warn-App geht in Schlafmodus - soll ich sie löschen?,['Thomas POrwol'],2023-06-01 09:14:47,"Gute Nacht, liebe Corona-Warn-App …
Ab dem 1. Juni wird die von SAP im Auftrag der Bundesregierung entwickelte Corona -Warn-App (CWA) schlafen gelegt: Dann wird die App, deren Entwicklung während der Pandemie 223 Millionen Euro verschlungen hat, in einen sogenannten „Ruhemodus“ versetzt.
Aber was bedeutet das konkret – und was passiert mit den gespeicherten Impf-Zertifikaten? BILD klärt die wichtigsten Fragen.
Was bedeutet Schlafmodus?
Am 1. Juni 2023 wird die CWA aus den App-Stores für iPhone und Android-Smartphone verschwinden und kann nicht mehr heruntergeladen werden. Wer die App vor dem Stichtag installiert, behält sie aber auf dem Handy – dort wird sie nicht gelöscht.
Allerdings wird es ab diesem Punkt keine Updates mehr geben, die aktuelle Version 3.2 wird vorerst die letzte sein.
Wird die App jetzt nutzlos?
Nein, komplett nutzlos wird die CWA nicht – Impfzertifikate bleiben mit Einschränkungen erhalten. Aber die App büßt ihre zentrale Funktion ein: Denn bereits seit dem 30. April ist die Kontaktverfolgung eingestellt.
Sie können also bereits jetzt keine positiven Testergebnisse mehr in die App eintragen und werden auch nicht mehr gewarnt, wenn Sie einer Person mit positivem Test begegnet sind.
Sollte ich die CWA löschen?
Entwicklungs-Stopp bedeutet auch: keine Sicherheits-Updates mehr. Sollten in Zukunft Sicherheitslücken in der CWA bekannt werden, werden diese im Zweifel nicht gestopft.
Wenn Sie die CWA also ohnehin nicht mehr nutzen, fahren Sie besser, die App einfach zu löschen – sichern Sie aber vorher Ihre Impf-Zertifikate!
Hier können App-Nutzer an der Umfrage teilnehmen: Haben Sie die Corona-Warn-App noch installiert?
Was passiert mit meinen Impfzertifikaten?
Dieser Teil der CWA bleibt erhalten: Wenn Sie die App installiert und Ihre Zertifikate eingetragen haben, bleiben diese auch nach dem 1. Juni in der App. Sie können also weiterhin Ihre Impfung mit der App nachweisen. Neue Zertifikate können aber nicht eingetragen und bestehende nicht erneuert werden.
Auch die Daten in Ihrem Kontakt-Tagebuch, wenn Sie dieses geführt haben, gehen nicht verloren.
Gibt es Alternativ-Apps für meine Zertifikate?
Ja! Die App CovPass vom Robert-Koch-Institut kann wie die CWA EU-Impfzertifikate abspeichern und zum Nachweis genutzt werden. Die App ist für iPhones , Android-Smartphones und im Huawei-Appstore erhältlich.
Wie bekomme ich mein Impf-Zertifikat aus der CWA raus?
Sie können Ihr bestehendes Impfzertifikat aus der CWA als PDF-Dokument exportieren und in die CovPass-App übertragen.
Öffnen Sie dazu das Zertifikat in der CWA und tippen Sie beim iPhone unten auf „Mehr“ oder bei Android oben rechts auf die drei Punkte. Wählen Sie dann den Punkt „Druckversion anzeigen“ und anschließend auf „Weiter“.
Sie bekommen jetzt Ihr EU-Impfzertifikat angezeigt, das Sie von dort entweder ausdrucken oder als Datei abspeichern können.
Um dieses Zertifikat nun der CovPass-App hinzuzufügen, tippen Sie in der App einfach auf das Plus und scannen Sie den QR-Code auf dem Zertifikat oder laden Sie ein Foto oder das PDF des Dokumentes in die App.
Brauche ich das Impf-Zertfikat überhaupt noch?
Wenn Sie innerhalb der EU reisen: nein! Auch für die Einreise in die Schweiz oder nach Norwegen brauchen Sie keinen Impfnachweis mehr.
Bei Reisen ins Nicht-EU-Ausland können Sie ebenfalls weitestgehend auf das Impfzertifikat verzichten. Ausnahme: Indonesien.",https://www.bild.de/digital/2023/digital/corona-warn-app-geht-in-den-schlafmodus-was-passiert-jetzt-mit-meinem-impfpass-84069792.bild.html,bild.de
Experten warnen: KI so gefährlich wie Pandemien und Atomkrieg,['Kai Feldhaus'],2023-06-01 09:13:58,"„Die ich rief, die Geister / werd ich nun nicht los“ (Goethes Zauberlehrling)
San Francisco – Die Botschaft umfasst nur 23 Wörter.
„Das Risiko der Auslöschung durch Künstliche Intelligenz einzudämmen, sollte weltweit genauso Priorität haben wie das anderer gesellschaftlicher Risiken wie etwa Pandemien und Atomkrieg.“
Veröffentlicht hat diese Botschaft das Zentrum für KI-Sicherheit in San Francisco, unterzeichnet haben sie Hunderte Wissenschaftler und Experten. Darunter führende Forscher auf dem Feld der Künstlichen Intelligenz (kurz: KI), der Chef von Google DeepMind, der Technikchef von Microsoft. Und Sam Altman, dessen Firma „OpenAI“ die Künstliche Intelligenz mit dem Programm „ChatGPT“ gerade so sehr in der Mitte der Gesellschaft ankommen lässt, dass jeder sie versteht und nutzen kann.
KI habe also das Potential, die Menschheit auszulöschen. Wie Seuchen und Atombomben. Das sagt nicht irgendwer. Das sagen die Menschen, die KI erfunden haben, sie weiterentwickeln und mit ihr sehr viel Geld verdienen.
Maschinen, die klüger sind als wir? Die ihre Macht erkennen und sie gegen ihren Erfinder einsetzen wie einst Supercomputer HAL, der schon 1968 im Film „2001: Odyssee im Weltraum“ die halbe Crew des Raumschiffs Discovery um die Ecke brachte?
Die Warnung ist nicht neu. Es sei „schwer vorstellbar, wie man böswillige Akteure davon abhalten will, damit schlimme Dinge anzustellen“, unkte KI-Pionier Geoffrey Hinton in der „ New York Times “. Er warnt vor einem „Tsunami“ an Desinformation mit gefälschten Texten, Bildern und Videos. Der durchschnittliche Mensch sei schon bald „nicht mehr in der Lage zu wissen, was wahr ist.“
KI-Experten wie Gary Marcus und Anka Reuel fürchten laut „Economist“ die Manipulation von Wahlen und eine „Atmosphäre des totalen Misstrauens“. Sie fordern eine internationale Behörde zur Kontrolle von KI.
Elon Musk und andere Tech-Größen hatten schon Ende März in einem offenen Brief gefordert, die rasante Entwicklung der KI auszusetzen. Und zwar so lange, bis man sicher sei, dass die Auswirkungen positiv und die Risiken überschaubar werden. Im Moment scheinen sie da nicht so sicher.
Sollten wir uns Sorgen machen? Nach Pandemie und Krieg: Schon wieder?
Für KI gilt, was für auch für Feuer, Rad und Penicillin galt: Sie kann die Menschheit immens nach vorn bringen – wenn man sie verantwortungsvoll nutzt. KI kann technisch unterstützte Operationen präziser machen. Sie kann Bomben entschärfen und ins All fliegen, ohne dass Menschen zu Schaden kommen. Sie kann rational entscheiden, wenn Gefühle fehl am Platz sind. Sie ist rund um die Uhr erreichbar, wenn kein Mensch mehr an einer Hotline sitzen will. Sie kann Muster in gigantischen Datenmengen erkennen, so etwa bei der Entwicklung von Medikamenten helfen.
Aber: Sie kennt keine Moral. Wie also umgehen mit einer Technik, die zugleich tödliche Kampfstoffe entwickeln und Krebs heilen kann?
Es liegt an uns, die Entwicklung und den Einsatz von KI verantwortungsvoll zu gestalten, um die Vorteile dieser Technologie zu nutzen und gleichzeitig die damit verbundenen Gefahren zu minimieren.
Diesen Satz hat das KI-Programm „ChatGPT“ für mich geschrieben, als ich es um die Einschätzung von Chancen und Gefahren der KI bat. Da steht, es liege „an uns“.",https://www.bild.de/news/ausland/news-ausland/experten-warnen-ki-so-gefaehrlich-wie-pandemien-und-atomkrieg-84130180.bild.html,bild.de
Nicole (37) hinterlässt drei Kinder: Erschossen wegen Penis-Spruch,['Matthias Hoffmann'],2023-06-01 09:12:00,"Weil sie „die Größe seiner Männlichkeit beleidigt“ haben soll, wurde Nicole Harrington (†37) mit einem Kopfschuss hingerichtet. Killer Jason Cunningham (48), ein Ex-Cop, muss lebenslänglich ins Gefängnis.
Wie mehrere US-Portale berichten, hatten die Dreifach-Mutter und der verheiratete Mann eine Affäre. Nicole Harrington soll zweigleisig gefahren sein. Bei einem Streit diesbezüglich, so hörte die Jury im Gerichtssaal von Richmond County (Georgia), habe das Opfer zu Jason Cunningham gesagt: „Wenigstens hat Maui einen großen Penis!“ Offenbar zu viel für das Ego des 48-Jährigen.
Leiche lag in einem Fahrstuhl
Der Gekränkte lauerte seinem Opfer am 17. Juni 2020 in einem Parkhaus auf. Als Nicole Harrington in einen Fahrstuhl steigen wollte, schoss der langjährige Beamte der Frau von hinten in den Kopf. In den Morgenstunden wurde die Leiche gefunden – der Killer hatte sie einfach im Aufzug liegen lassen.
Weil ihn das schlechte Gewissen plagte, rief Jason Cunningham nur wenig später bei seinen ehemaligen Kollegen an, „weil er letzte Nacht etwas wirklich Schlimmes getan hat“. Gegenüber den Polizisten behauptete er, er habe die Affäre beenden wollen, woraufhin Nicole Harrington „wütend geworden“ sei.
Streifen fuhren daraufhin zum Haus des Schützen, der sich beim Eintreffen der Cops verschanzte. Es begann ein achtstündiger Nervenkrieg, ehe sich Jason Cunningham verhaften ließ.
Killer jammert: „Ich bin kein Monster“
Vor Gericht bekannte sich der Amerikaner schuldig des Mordes. Das Urteil lautet auf lebenslänglich, jedoch kann der Killer nach 35 Jahren einen Antrag auf Bewährung stellen. Cunningham beteuerte „Ich bin kein Monster“, als er sich unter Tränen bei der Familie des Opfers entschuldigte.",https://www.bild.de/news/ausland/news-ausland/nicole-37-hinterlaesst-drei-kinder-erschossen-wegen-penis-spruch-84130412.bild.html,bild.de
Grusel-Gerüchte um weiße Mexiko-Villa,[],2023-06-01 09:01:22,"Horror-Puppen und Beinprothesen: Grusel-Gerüchte um „Weißes Haus“
Mehr zum Video anzeigen
Zwei Influencer machen sich auf die Suche nach der Geschichte hinter diesem Grusel-Haus in Mexiko. Es ist ein ehrfürchtiger Bau, der an einer belebten Straße steht. Doch die Villa ist schon lange eine Ruine, scheint seit Jahrzehnten leer zu stehen.
Wir haben personalisierte Videos für dich!
Um mit Inhalten von Drittanbietern zu interagieren oder diese darzustellen, brauchen wir deine Zustimmung.",https://www.bild.de/video/clip/news-ausland/grusel-geruechte-um-weisse-villa-84115832.bild.html,bild.de
Sogar Werder! Warum viele Klubs dem HSV in der Relegation den Aufstieg wünschen,['BILD'],2023-06-01 09:00:12,"RELEGATION!
Der Zweitliga-Dritte HSV ist vor den Duellen gegen den Erstliga-16. VfB Stuttgart (1. und 5.6., jeweils 20.45 Uhr) nur der Außenseiter. Auch die Statistik spricht gegen die Hamburger: In 14 Vergleichen seit der Wiedereinführung der Relegation 2009 setzte sich nur dreimal der Zweitligist durch: Nürnberg (2009 gegen Cottbus), Düsseldorf (2012 gegen Hertha) sowie Union Berlin (2019 gegen Stuttgart).
Werder hofft auf Derbys
Aber: Zahlreiche Vereine drücken dem HSV die Daumen! Darunter sogar Nord-Rivale Werder Bremen...
Bremens Profi-Chef Clemens Fritz sagt zu BILD: „Ich traue es ihnen zu, sich gegen den VfB durchzusetzen. Ich würde mich auf ein Nord-Derby freuen.“
Natürlich auch, weil ein Stuttgarter Abstieg Werder 2 Mio. Euro zusätzliches TV-Geld bringen würde. Das letzte Nord-Derby gab es in Werders Aufstiegs-Saison. Im Februar 2022 feierten die Bremer einen 3:2-Auswärtssieg.
Bochum hofft auf 1,5 Mio. Euro
Auch beim VfL Bochum guckt man aufs Konto. Sollte Stuttgart absteigen, klettert der VfL in der Fünfjahres-Wertung um die TV-Kohle von Rang 16 auf 15. Bedeutet 1,5 Mio. Euro mehr. Exakt die Summe, die der Bochumer Mannschaftsrat in der abgelaufenen Saison als Rettungs-Prämie ausgehandelt hatte.
Dazu kommt: Das Jahresgehalt von Bochums Top-Verdienern liegt gerade einmal bei rund 1,2 Mio. Euro. Liefert der HSV ab, könnte der VfL von der Extra-Kohle vielleicht ein bis zwei Spieler finanzieren.
Dresden winkt 200 000-Euro-Nachschlag
Zu Beginn der Saison wechselte Stürmer Ransford Königsdörffer (21) für 1,2 Mio. Euro von Dynamo Dresden zum HSV. Damals wurde vereinbart: Steigt der HSV in die 1. Liga auf, bekommt Drittligist Dynamo (scheiterte gerade knapp am Aufstieg in die 2. Liga) einen Nachschlag von 200 000 Euro.
Geld, dass der HSV sicher gerne zahlen würde...",https://www.bild.de/sport/fussball/hsv/sogar-werder-warum-viele-klubs-dem-hsv-in-der-relegation-den-aufstieg-wuenschen-84139856.bild.html,bild.de
Führungschaos beim CFC: Abstimmung zu Vereinschefin Polster endet 3:3,['BILD'],2023-06-01 08:59:20,"Die Abwahl ist zunächst krachend gescheitert!
Der Aufsichtsrat des eingetragenen Vereins des Chemnitzer FC hat bereits am Mittwochabend zur Abwahl von Vereinschefin Romy Polster (61) abgestimmt. Polster steht seit Tagen in der Kritik von Fans und Sponsoren, sieht sich Vorwürfen von Vorteilsnahme mit ihrem Catering-Unternehmen ausgesetzt.
Nach Informationen von BILD endete die Abstimmung 3:3. Eine mindestens erforderliche 3/4-Mehrheit wurde demnach nicht erzielt. Gremiums-Mitglied Jörg Illing war wohl nicht anwesend. So sollen die anderen Mitglieder abgestimmt haben. Pro Polster: Grit Hoffmann, Norman Löster, Knut Müller. Contra Polster: Stephan Ballack, Uwe Hildebrand, Tino Kermer.
Jetzt können das noch die Mitglieder klären. Mit Stand vom 30. Juni 2022 zählt der der CFC e.V. 2483 Mitglieder.
Laut §14, Ziffer 8 der Satzung des Vereins muss die Durchführung einer außerordentlichen Mitgliederversammlung schriftlich beantragt werden. Dazu muss ein Fünftel (497) der Mitgliederanzahl für so einen Antrag sein.
Der CFC e.V. und die Fußball GmbH bleiben in turbulenter Bewegung. Bereits am Abend des Donnerstags (1. Juni) gibt es eine weitere Beratung der Aufsichts- und Leitungsgremien. Aufsichtsrat und Gesellschafter treffen sich zur Aussprache.",https://www.bild.de/sport/fussball/fussball/fuehrungschaos-beim-cfc-abstimmung-zu-vereinschefin-polster-endet-3-3-84140208.bild.html,bild.de
Saarbrücken: 40 Strafzettel im Jahr für Behinderten-Fahrdienst,['Katrin Eichenlaub'],2023-06-01 08:59:08,"Saarbrücken – Seit fast 40 Jahren befördern sie behinderte und ältere Menschen, bringen sie von deren Wohneinrichtungen zu Kliniken oder Ärzten. Eines macht den Mitarbeitern vom „Fahrdienst für Behinderte“ (FfB) dabei aber immer wieder Probleme: das Ordnungsamt.
„Weil wir zum Ein- und Ausladen die Behindertenparkplätze nutzen, bekommen wir ständig Protokolle“, klagt Fahrdienstleiterin Heike Schneider (51).
Das Problem: Die beförderten Personen haben selbst weder Auto noch Führerschein , besitzen daher keinen Parkausweis für Behinderte. Und die FfB-Mitarbeiter haben selbst keine Möglichkeit, solch einen Ausweis zu beantragen.
„Eine Weile hatten wir eine Ausnahmegenehmigung. Doch die ist inzwischen so teuer geworden, dass das bei unseren 300 Fahrzeugen den Rahmen sprengen würde. Zumal die Genehmigung immer nur für ein Fahrzeug und nicht für alle gilt.“
Auch die Nutzung „normaler“ Parkplätze sei nicht möglich. „Die sind zu klein für unsere Fahrzeuge und die Rampen, die wir z.B. für Rollstuhlfahrer nutzen. Außerdem liegen die Behindertenparkplätze viel näher an den jeweiligen Gebäuden, was für Menschen mit Mobilitätseinschränkung notwendig ist.“
Die Folge: bis zu 40 Strafzettel pro Jahr. „Manchmal drücken die Mitarbeiter des Ordnungsamtes ein Auge zu. Aber das kommt eher selten vor.“
BILD hat bei der Stadt Saarbrücken nachgefragt. Die verweist auf die Parkberechtigung, die eine Person mit Schwerbehinderung beantragen kann. „Sie muss keine Fahrerlaubnis besitzen“, stellt Stadtsprecher Daniel Schumann klar. „Die Nutzung ist auch nicht auf eigene Fahrzeuge begrenzt.“
Eine Möglichkeit, die laut FfB dennoch nicht umsetzbar ist. Schneider: „Gerade ältere Menschen in Seniorenheimen sind oft demenzkrank oder haben keine Angehörigen. Für sie ist es unmöglich, solch einen Antrag zu stellen.“
Doch die Stadt hat noch einen weiteren Lösungsvorschlag: Sie kann dem FfB in Sachen Ausnahmegenehmigung entgegenkommen. Schumann: „Im Einzelfall werden solche Genehmigungen auch für mehrere Fahrzeuge gleichzeitig erteilt.“",https://www.bild.de/regional/saarland/saarland-news/saarbruecken-40-strafzettel-im-jahr-fuer-behinderten-fahrdienst-84057200.bild.html,bild.de
